1,3.18
2,1.82
3,1.55
4,2.17
5,3.0
6,1.33
7,1.01
8,2.73
9,1.77
10,3.39
11,1.44
12,2.09
13,3.8
14,2.93
15,3.03
16,1.18
17,2.85
18,2.39
19,1.63
20,1.23
21,2.85
22,3.76
23,3.8
24,2.54
25,1.15
26,1.49
27,3.55
28,3.15
29,2.33
30,3.2
31,3.68
32,1.26
33,3.46
34,3.45
35,2.81
36,1.06
37,1.91
38,3.78
39,3.47
40,2.65
41,2.08
42,2.78
43,2.64
44,2.96
45,1.43
46,3.04
47,1.43
48,1.15
49,1.98
50,1.08
51,1.86
52,1.44
53,2.75
54,1.88
55,2.94
56,2.94
57,3.75
58,2.48
59,1.66
60,2.66
61,2.48
62,2.87
63,3.88
64,2.52
65,3.05
66,3.21
67,2.82
68,1.08
69,1.67
70,2.33
71,1.17
72,1.13
73,1.98
74,3.19
75,3.73
76,2.08
77,1.1
78,1.43
79,2.88
80,3.19
81,2.87
82,1.69
83,2.23
84,3.02
85,3.09
86,3.52
87,3.85
88,1.3
89,3.05
90,1.36
91,3.58
92,1.77
93,1.29
94,1.68
95,3.02
96,2.47
97,2.98
98,3.74
99,3.41
100,1.69
101,3.71
102,2.27
103,1.66
104,1.78
105,3.34
106,1.99
107,2.61
108,2.98
109,2.58
110,2.36
111,3.45
112,2.7
113,1.95
114,1.1
115,3.84
116,3.12
117,1.49
118,1.71
119,1.79
120,2.57
121,1.71
122,3.69
123,1.08
124,1.62
125,2.89
126,1.16
127,3.42
128,1.71
129,2.22
130,3.33
131,1.98
132,2.52
133,3.07
134,2.95
135,1.3
136,3.13
137,1.26
138,2.53
139,3.6
140,1.43
141,3.08
142,2.05
143,3.38
144,2.29
145,1.94
146,2.77
147,1.32
148,3.1
149,3.79
150,1.71
151,1.57
152,2.43
153,1.55
154,2.2
155,1.49
156,1.44
157,1.76
158,3.83
159,3.26
160,3.2
161,1.27
162,3.78
163,1.55
164,3.62
165,3.18
166,3.13
167,1.03
168,1.45
169,1.07
170,2.85
171,2.16
172,2.86
173,2.32
174,1.19
175,3.13
176,1.52
177,3.34
178,1.88
179,2.21
180,2.59
181,2.58
182,1.73
183,3.37
184,1.49
185,1.38
186,3.43
187,3.88
188,2.98
189,1.22
190,3.36
191,2.51
192,1.53
193,1.4
194,3.34
195,2.83
196,2.55
197,3.57
198,1.28
199,1.77
200,3.39
201,2.48
202,2.27
203,1.27
204,3.46
205,3.5
206,1.53
207,1.17
208,2.74
209,3.21
210,2.33
211,2.94
212,2.98
213,2.06
214,1.91
215,3.6
216,3.64
217,3.8
218,3.26
219,2.71
220,3.51
221,3.19
222,1.03
223,3.38
224,2.92
225,1.82
226,1.58
227,3.0
228,3.58
229,3.32
230,1.74
231,2.22
232,3.18
233,3.68
234,2.48
235,1.37
236,2.02
237,2.67
238,3.86
239,2.11
240,3.47
241,1.68
242,3.55
243,2.85
244,1.86
245,1.93
246,1.81
247,1.75
248,1.62
249,2.77
250,3.42
251,3.69
252,2.46
253,2.21
254,3.0
255,1.39
256,3.48
257,2.15
258,3.88
259,1.99
260,2.71
261,1.99
262,3.57
263,2.29
264,2.96
265,3.86
266,1.85
267,2.4
268,2.91
269,2.34
270,3.12
271,1.61
272,2.22
273,1.08
274,1.06
275,1.91
276,1.01
277,2.42
278,2.57
279,3.63
280,1.62
281,2.09
282,3.2
283,2.58
284,2.77
285,1.84
286,1.53
287,2.48
288,3.16
289,1.33
290,3.16
291,1.71
292,3.06
293,2.62
294,3.16
295,2.41
296,2.62
297,2.81
298,1.04
299,1.08
300,3.87
301,3.57
302,2.9
303,1.93
304,2.4
305,3.7
306,2.85
307,1.71
308,1.16
309,2.1
310,2.45
311,1.11
312,3.38
313,1.15
314,3.09
315,1.77
316,2.51
317,1.24
318,3.51
319,1.85
320,2.4
321,2.79
322,2.58
323,3.62
324,1.62
325,2.38
326,1.83
327,2.42
328,1.56
329,3.62
330,1.2
331,2.53
332,1.37
333,2.47
334,2.2
335,1.25
336,2.74
337,2.94
338,2.11
339,1.62
340,3.58
341,2.53
342,3.39
343,3.22
344,3.89
345,2.4
346,2.43
347,2.31
348,1.03
349,2.87
350,2.73
351,3.45
352,3.48
353,2.57
354,2.79
355,1.12
356,3.7
357,1.29
358,1.47
359,3.41
360,1.33
361,1.84
362,2.8
363,2.21
364,2.42
365,2.58
366,1.48
367,1.69
368,2.73
369,1.16
370,2.08
371,2.99
372,3.2
373,1.47
374,3.51
375,1.97
376,2.9
377,2.36
378,3.09
379,2.58
380,3.21
381,2.23
382,1.67
383,2.71
384,1.99
385,2.4
386,2.93
387,1.98
388,3.18
389,3.61
390,2.35
391,2.59
392,3.2
393,2.23
394,2.03
395,3.7
396,3.18
397,2.86
398,1.68
399,2.24
400,1.75
401,2.1
402,1.69
403,1.53
404,2.45
405,2.23
406,2.43
407,1.79
408,3.49
409,2.32
410,1.75
411,2.98
412,3.82
413,3.64
414,3.01
415,2.34
416,2.43
417,1.76
418,3.12
419,3.55
420,2.0
421,1.44
422,1.46
423,2.13
424,2.41
425,3.58
426,2.16
427,1.04
428,2.19
429,1.93
430,3.41
431,1.75
432,2.39
433,3.54
434,1.45
435,2.32
436,3.03
437,1.57
438,1.81
439,1.42
440,2.62
441,3.85
442,2.2
443,2.99
444,2.0
445,3.49
446,2.47
447,1.32
448,2.85
449,2.1
450,1.74
451,2.83
452,2.53
453,2.76
454,3.01
455,1.81
456,3.82
457,1.46
458,1.72
459,1.55
460,1.41
461,3.6
462,2.83
463,3.19
464,2.88
465,2.99
466,1.38
467,1.25
468,2.64
469,3.57
470,1.01
471,2.4
472,2.03
473,1.57
474,1.06
475,1.35
476,2.3
477,3.39
478,3.21
479,3.25
480,1.96
481,2.73
482,1.98
483,1.58
484,2.62
485,2.07
486,3.34
487,2.72
488,1.66
489,1.73
490,2.54
491,2.64
492,1.24
493,2.47
494,3.84
495,1.31
496,3.59
497,1.6
498,2.26
499,2.04
500,2.62
